player,Linkname,Link,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts,Snaps,IsTransfer,X2023School,DraftYear
Bucky Irving,Bucky-Irving,https://premium.pff.com/api/v1/players?league=ncaa&id=144970,144970,HB,OREGON,13,157,66,15,38.1,405,0,1064,4,7,66,684,170.1,34,49,264,0,86,90.3,91.1,85.8,62.6,54.4,66.7,93.4,65.1,66,0,297,30,185,192,0,0,35,187,5,1064,684,4.36,6.8,1.61,69,414,0,Oregon,2025
Jabari Small,Jabari-Small,https://premium.pff.com/api/v1/players?league=ncaa&id=124298,124298,HB,TENNESSEE,13,157,26,6,30.2,222,0,734,3,2,26,441,46.5,13,47,307,0,93,90.3,79.8,85.4,,56,57.8,84,53.3,52,0,106,12,143,192,0,0,15,169,13,734,441,2.81,4.7,0.74,60,467,0,Tennessee,2024
Kairee Robinson,Kairee-Robinson,https://premium.pff.com/api/v1/players?league=ncaa&id=101299,101299,HB,S JOSE ST,12,156,40,8,24.5,185,0,756,1,9,40,495,85.4,23,49,285,1,82,81.7,82.8,87.3,,44.5,60.6,90.6,56,38,0,144,26,228,190,0,0,29,182,10,756,495,3.17,4.8,0.63,73,572,0,San José State,2023
Nicholas Singleton,Nicholas-Singleton,https://premium.pff.com/api/v1/players?league=ncaa&id=164188,164188,HB,PENN STATE,13,156,34,18,59.9,633,0,1057,4,2,34,715,98.8,24,39,266,3,65,63.1,74.7,85.7,,65.4,44.7,79,66.7,87,0,85,11,142,195,0,0,17,167,12,1057,715,4.58,6.8,0.6,91,384,0,Penn State,2026
Ashton Jeanty,Ashton-Jeanty,https://premium.pff.com/api/v1/players?league=ncaa&id=157196,157196,HB,BOISE ST,14,156,49,15,38.2,314,0,821,1,5,49,606,122.7,24,39,120,1,62,81.2,89.1,86.2,,45.4,62.6,90.3,60.8,34,0,161,15,105,196,0,0,16,171,7,821,606,3.88,5.3,1.53,93,343,0,Boise State,2026
Montrell Johnson Jr.,Montrell-Johnson-Jr.,https://premium.pff.com/api/v1/players?league=ncaa&id=147141,147141,HB,FLORIDA,13,156,36,16,52.4,441,0,841,2,1,36,489,69,26,43,163,1,41,81,75.9,86.9,60,29.5,52.3,81,60.3,62,0,58,12,171,209,0,0,16,168,10,841,489,3.13,5.4,0.34,111,429,0,Florida,2025
Audric Estime,Audric-Estime,https://premium.pff.com/api/v1/players?league=ncaa&id=147476,147476,HB,NOTRE DAME,13,156,39,11,29.4,266,0,906,0,3,39,569,92.8,30,54,258,3,89,60.3,84.1,42.7,,31.8,62.6,86.5,61.3,46,1,135,9,132,201,0,0,9,165,11,906,569,3.65,5.8,1.02,60,372,0,Notre Dame,2025
Brenden Brady,Brenden-Brady,https://premium.pff.com/api/v1/players?league=ncaa&id=83795,83795,HB,UTSA,12,154,26,6,22.6,158,0,698,0,3,26,407,44.3,17,45,331,1,51,80.8,73.1,86.7,58,22.2,58.9,80,59.9,42,0,197,19,237,186,0,0,20,173,9,698,407,2.64,4.5,0.83,102,498,0,UT San Antonio,2023
Trey Benson,Trey-Benson,https://premium.pff.com/api/v1/players?league=ncaa&id=131705,131705,HB,FLORIDA ST,13,154,79,22,56.1,558,0,994,1,4,79,698,226.6,31,45,167,0,99,90.3,88.5,6.7,,63.2,59.1,91.4,45.2,45,2,142,12,124,189,0,0,15,166,9,994,698,4.53,6.5,1.15,54,356,0,Florida State,2024
Drake Maye,Drake-Maye,https://premium.pff.com/api/v1/players?league=ncaa&id=143969,143969,QB,N CAROLINA,14,77,26,8,21.1,190,0,353,0,0,10,218,36.8,32,56,245,7,0,62,91.5,70.4,90.8,,54.3,74.8,60,42,3,0,0,1,383,546,76,1,77,7,899,535,3.5,5.9,0,13,1048,0,North Carolina,2025
Ellis Merriweather,Ellis-Merriweather,https://premium.pff.com/api/v1/players?league=ncaa&id=128096,128096,HB,UMASS,10,152,19,6,22.1,135,1,611,1,0,19,395,31.1,15,29,216,2,102,68.9,65.3,41.6,,60.3,53.8,67.9,50.5,36,2,21,7,135,188,0,0,13,159,3,611,395,2.6,4,0.16,46,373,0,UMass,2023
Jahmyr Gibbs,Jahmyr-Gibbs,https://premium.pff.com/api/v1/players?league=ncaa&id=122474,122474,HB,ALABAMA,12,151,38,15,52.7,488,0,926,1,19,38,512,99.1,25,36,103,0,47,90.3,82.6,51,,24.1,82.3,83.3,59.1,76,1,444,44,244,170,0,0,52,195,7,926,512,3.39,6.1,1.82,101,462,0,Alabama,2023
Kaleb Johnson,Kaleb-Johnson,https://premium.pff.com/api/v1/players?league=ncaa&id=156419,156419,HB,IOWA,13,151,50,10,44.3,344,0,777,0,0,50,504,107.7,14,30,192,2,33,71.3,79.6,28.5,,21.3,57.1,80.2,57.1,75,1,27,4,71,179,0,0,5,155,6,777,504,3.34,5.1,0.38,116,269,0,Iowa,2026
Kenny McIntosh,Kenny-McIntosh,https://premium.pff.com/api/v1/players?league=ncaa&id=99158,99158,HB,GEORGIA,15,151,45,8,27.3,225,0,824,0,15,45,467,96.1,24,51,173,2,58,71.7,85.2,86.1,,29.2,86.8,84.2,64.4,52,0,509,42,231,187,0,0,49,193,10,824,467,3.09,5.5,2.2,88,456,0,Georgia,2023
Jayden Daniels,Jayden-Daniels,https://premium.pff.com/api/v1/players?league=ncaa&id=97993,97993,QB,LSU,14,80,54,6,11.7,126,0,411,0,0,25,253,97.6,45,59,211,4,14,68.9,88.7,89.5,79.3,,79.7,82.9,60,37,0,5,1,1,324,668,70,1,81,11,1079,678,4.52,7.2,5,47,861,0,LSU,2024
Edward Saydee,Edward-Saydee,https://premium.pff.com/api/v1/players?league=ncaa&id=97300,97300,HB,TEMPLE,12,150,20,7,39,249,0,638,1,12,20,414,47.2,10,28,306,1,76,81,69.2,54.5,,44.7,69,71.5,53.9,75,1,267,37,261,181,0,0,43,187,6,638,414,2.76,4.3,1.02,73,533,0,Temple,2024
Dominic Richardson,Dominic-Richardson,https://premium.pff.com/api/v1/players?league=ncaa&id=122985,122985,HB,OKLA STATE,9,149,33,3,9.6,54,0,560,0,5,33,415,62.3,12,38,262,3,21,59.8,72.7,86.1,,41.9,77.4,72.5,59.6,19,0,216,21,185,214,0,0,23,170,8,560,415,2.79,3.8,1.17,127,461,2,Baylor,2024
Mike Washington,Mike-Washington,https://premium.pff.com/api/v1/players?league=ncaa&id=145672,145672,HB,BUFFALO,13,149,14,5,29.2,181,0,619,2,1,14,344,20.3,11,38,126,3,51,60.2,67.6,45.5,,41.9,44.4,73.8,52.6,92,1,135,22,172,199,0,0,32,171,7,619,344,2.31,4.2,0.78,98,427,0,Buffalo,2025
Shadrick Byrd,Shadrick-Byrd,https://premium.pff.com/api/v1/players?league=ncaa&id=101661,101661,HB,CHARLOTTE,12,149,19,3,8.1,51,0,633,1,5,19,396,37.5,16,31,136,0,16,90.4,74.8,85,,25.2,67.1,78,75.8,18,0,222,21,229,178,0,0,26,170,4,633,396,2.66,4.2,0.97,133,474,0,Charlotte,2024
Jalen Berger,Jalen-Berger,https://premium.pff.com/api/v1/players?league=ncaa&id=129914,129914,HB,MICH STATE,12,148,20,9,34.5,234,0,678,2,2,20,421,37.5,22,33,223,2,41,70,67.9,86.4,,46.8,60.9,70,49.7,50,0,128,19,153,168,0,0,25,167,6,678,421,2.84,4.6,0.84,107,389,0,Michigan State,2024
Haaziq Daniels,Haaziq-Daniels,https://premium.pff.com/api/v1/players?league=ncaa&id=125263,125263,QB,AIR FORCE,13,140,26,10,38.4,269,0,663,0,0,25,281,35.8,24,51,101,8,64,45.3,80.8,81.2,67.1,,,78.1,60.1,65,4,0,0,0,698,37,8,0,140,8,700,314,2.12,4.7,,1,809,1,#N/A,#N/A
Tahj Brooks,Tahj-Brooks,https://premium.pff.com/api/v1/players?league=ncaa&id=123133,123133,HB,TEXAS TECH,13,148,42,8,26.6,185,0,695,0,2,42,408,69.7,17,41,315,1,64,80.5,79,84.8,,51.2,60.3,86.1,52.3,37,0,164,26,249,211,0,0,29,174,7,695,408,2.76,4.7,0.66,82,522,0,Texas Tech,2024
Travis Dye,Travis-Dye,https://premium.pff.com/api/v1/players?league=ncaa&id=83738,83738,HB,USC,10,146,29,15,35.7,317,0,889,2,2,29,466,59.2,25,51,326,1,76,80.2,79.6,85.4,,68.4,63.9,82.6,50.5,36,0,202,21,181,183,0,0,26,167,9,889,466,3.19,6.1,1.12,68,451,0,USC,2023
Jaylen Wright,Jaylen-Wright,https://premium.pff.com/api/v1/players?league=ncaa&id=146934,146934,HB,TENNESSEE,13,146,36,9,36.3,319,0,878,0,0,36,548,91.3,20,49,307,4,85,46.5,80.3,39.9,,50,51.5,83.3,58.9,83,1,8,2,89,169,0,0,2,148,10,878,548,3.75,6,0.09,57,364,0,Tennessee,2025
Charles McClelland,Charles-McClelland,https://premium.pff.com/api/v1/players?league=ncaa&id=77733,77733,HB,CINCINNATI,13,146,33,14,47.1,400,0,849,2,6,33,548,91.5,17,34,138,1,51,80.2,73.5,85.2,,22.3,55.1,80.6,54.9,76,0,116,14,207,177,0,0,22,160,7,849,548,3.75,5.8,0.56,93,451,0,Cincinnati,2023
Zach Evans,Zach-Evans,https://premium.pff.com/api/v1/players?league=ncaa&id=123072,123072,HB,OLE MISS,12,144,35,17,45.9,427,0,930,2,4,35,513,89.1,33,53,226,3,67,57.7,77.3,84.9,,29.6,59.3,80.8,48.4,48,0,119,12,128,184,0,0,19,156,9,930,513,3.56,6.5,0.93,77,341,0,Ole Miss,2023
Shaun Shivers,Shaun-Shivers,https://premium.pff.com/api/v1/players?league=ncaa&id=83634,83634,HB,INDIANA,12,144,25,8,50.1,294,0,587,1,11,25,299,45,12,32,190,0,90,90,65.5,85.6,,19.9,60.7,71.8,40.6,79,0,128,22,195,170,0,0,25,166,6,587,299,2.08,4.1,0.66,53,443,0,Indiana,2023
Nakia Watson,Nakia-Watson,https://premium.pff.com/api/v1/players?league=ncaa&id=83807,83807,HB,WASH STATE,11,143,38,11,41.9,321,0,766,0,16,38,472,103,19,43,341,2,77,69.9,74.3,86.1,,2.7,71.9,81,68.2,65,0,295,30,271,168,0,0,33,173,9,766,472,3.3,5.4,1.09,63,497,0,Washington State,2024
DK Billingsley,DK-Billingsley,https://premium.pff.com/api/v1/players?league=ncaa&id=57432,57432,HB,TROY,14,143,24,6,23.3,157,0,673,0,2,24,373,46.1,13,39,318,0,93,90.1,80.6,85.3,,26.2,50.2,83.8,57.4,44,0,20,4,96,160,0,0,4,147,8,673,373,2.61,4.7,0.21,48,297,0,Troy,2023
Malik Jackson,Malik-Jackson,https://premium.pff.com/api/v1/players?league=ncaa&id=84267,84267,HB,LA MONROE,12,142,34,3,11.4,59,0,518,0,2,34,314,50.4,14,36,209,1,62,79.7,72.6,85,,40.2,63.2,77.1,49.3,27,0,62,16,157,176,0,0,19,158,6,518,314,2.21,3.6,0.39,80,453,2,Jacksonville State,2024
Tavion Thomas,Tavion-Thomas,https://premium.pff.com/api/v1/players?league=ncaa&id=77732,77732,HB,UTAH,10,142,29,8,25.6,173,0,676,0,1,29,419,59.8,17,43,328,2,51,68.1,83.3,85.2,,12.3,58.3,84.5,59.2,36,0,43,6,80,154,0,0,7,148,7,676,419,2.95,4.8,0.54,91,253,0,Utah,2023
Jawhar Jordan,Jawhar-Jordan,https://premium.pff.com/api/v1/players?league=ncaa&id=99595,99595,HB,LOUISVILLE,13,142,33,15,48.2,393,0,815,0,1,33,467,73.6,26,32,210,1,19,80.6,78,86.7,,45.1,59.9,80,67,49,0,85,10,111,186,0,0,11,152,4,815,467,3.29,5.7,0.77,121,384,0,Louisville,2024
Tyler Lavine,Tyler-Lavine,https://premium.pff.com/api/v1/players?league=ncaa&id=97307,97307,HB,SMU,13,142,27,6,18.5,119,0,642,0,5,27,363,51.8,15,59,287,1,36,79.6,77.4,84.8,,42.9,66.6,79.3,60,28,0,122,16,156,171,0,0,18,158,10,642,363,2.56,4.5,0.78,105,374,0,SMU,2023
CJ Beasley,CJ-Beasley,https://premium.pff.com/api/v1/players?league=ncaa&id=122317,122317,HB,COAST CAR,13,141,30,11,40.7,292,0,717,2,5,30,342,53.1,19,30,141,1,109,79.6,68.8,89.4,,15.8,60.8,77.5,50.8,56,1,193,19,189,268,0,0,22,160,5,717,342,2.43,5.1,1.02,32,542,0,Coastal Carolina,2024
Donovan Edwards,Donovan-Edwards,https://premium.pff.com/api/v1/players?league=ncaa&id=144917,144917,HB,MICHIGAN,11,140,31,12,53.1,526,0,991,0,0,31,518,72.1,19,35,222,2,83,68.6,87,85.9,,52.6,75.8,87.3,54.4,85,0,207,19,139,168,0,0,24,159,7,991,518,3.7,7.1,1.49,57,346,0,Michigan,2025
Daijun Edwards,Daijun-Edwards,https://premium.pff.com/api/v1/players?league=ncaa&id=124021,124021,HB,GEORGIA,15,140,35,15,38.6,300,0,777,2,3,35,429,75.6,24,42,173,1,73,79.5,79.6,85,,32.5,58.1,82.7,57.6,28,0,101,14,119,160,0,0,19,154,7,777,429,3.06,5.6,0.85,65,308,0,Georgia,2024
Victor Rosa,Victor-Rosa,https://premium.pff.com/api/v1/players?league=ncaa&id=158629,158629,HB,UCONN,12,140,37,12,47.6,306,0,643,0,3,37,459,90.4,18,30,146,3,47,64.2,73.4,34.5,,43.5,55.8,76.3,44.7,61,1,15,5,75,185,0,0,7,145,11,643,459,3.28,4.6,0.2,91,301,0,Connecticut,2026
Noah Whittington,Noah-Whittington,https://premium.pff.com/api/v1/players?league=ncaa&id=123472,123472,HB,OREGON,13,140,25,8,23.9,186,1,777,0,3,25,445,54.9,25,51,264,0,96,90,79.9,8,,74.6,67.1,82.7,42.8,55,2,169,22,137,193,0,0,23,162,5,777,445,3.18,5.6,1.23,44,354,0,Oregon,2025
Ikaika Ragsdale,Ikaika-Ragsdale,https://premium.pff.com/api/v1/players?league=ncaa&id=73289,73289,HB,N TEXAS,13,140,20,9,33.7,258,0,765,3,3,20,408,42.2,18,40,251,1,90,79.4,77.4,84.4,,40.1,65.3,79.7,61.8,56,0,135,19,136,155,0,0,23,159,7,765,408,2.91,5.5,0.99,47,356,0,North Texas,2025
Tyhier Tyler,Tyhier-Tyler,https://premium.pff.com/api/v1/players?league=ncaa&id=82083,82083,QB,ARMY,11,134,33,6,22.5,154,0,645,0,0,32,309,54.3,18,50,114,3,31,56.8,76.4,84.7,51.4,,75.9,74,60,36,1,17,2,4,316,39,5,3,136,12,684,341,2.45,4.9,4.25,77,347,0,Army,2023
Deion Hankins,Deion-Hankins,https://premium.pff.com/api/v1/players?league=ncaa&id=97310,97310,HB,UTEP,12,139,27,7,28.8,203,0,704,1,1,27,410,57.8,14,35,330,0,36,90,78,85.1,,65,52.3,78.9,54.1,72,0,42,4,66,180,0,0,6,143,3,704,410,2.95,5.1,0.64,100,373,0,UTEP,2024
Ron Cook Jr.,Ron-Cook-Jr.,https://premium.pff.com/api/v1/players?league=ncaa&id=97070,97070,HB,BUFFALO,10,138,25,9,34.9,210,0,602,2,10,25,377,62.1,16,36,126,0,39,90.1,75.6,84.1,77.2,48.8,69.4,75.6,63.7,49,0,207,16,156,175,0,0,21,154,4,602,377,2.73,4.4,1.33,98,381,0,Buffalo,2024
SaRodorick Thompson,SaRodorick-Thompson,https://premium.pff.com/api/v1/players?league=ncaa&id=77777,77777,HB,TEXAS TECH,13,138,41,11,33.4,228,0,682,1,3,41,426,84.4,23,48,315,2,67,69,77.8,84.5,,52,60.4,82.5,73,36,0,119,23,216,177,0,0,25,161,7,682,426,3.09,4.9,0.55,70,481,0,Texas Tech,2023
KJ Jefferson,KJ-Jefferson,https://premium.pff.com/api/v1/players?league=ncaa&id=99129,99129,QB,ARKANSAS,11,108,41,7,16,124,0,518,0,0,24,336,69.1,29,56,111,7,21,57.3,90.8,89.4,86.5,,55.5,79.9,60.2,32,2,0,0,3,450,259,30,0,108,9,777,559,4.05,5.6,0,63,830,0,Arkansas,2024
Wayne Taulapapa,Wayne-Taulapapa,https://premium.pff.com/api/v1/players?league=ncaa&id=91020,91020,HB,WASHINGTON,13,138,27,14,41.9,370,0,884,6,4,27,450,62.4,25,44,340,2,44,68.7,73.3,86.6,,69.2,48.1,80.1,54.5,57,0,225,24,190,159,0,0,34,162,11,884,450,3.26,6.4,1.18,93,430,0,Washington,2023
Kevorian Barnes,Kevorian-Barnes,https://premium.pff.com/api/v1/players?league=ncaa&id=145514,145514,HB,UTSA,10,136,28,11,41.2,344,0,834,1,4,28,440,70.9,20,34,331,1,52,78.8,83.6,85.5,,78.2,60.5,86,69.6,53,0,117,10,163,177,0,0,11,146,6,834,440,3.24,6.1,0.72,82,381,0,UT San Antonio,2025
Darren Grainger,Darren-Grainger,https://premium.pff.com/api/v1/players?league=ncaa&id=78496,78496,QB,GA STATE,12,89,35,12,33.1,294,0,516,0,0,19,234,56.1,36,44,175,11,29,48.3,77.7,66.4,73.5,,,71.4,60,60,3,0,0,0,480,373,47,0,89,6,889,426,3.13,6.5,,46,892,0,Georgia State,2024
Jaison Patterson,Jaison-Patterson,https://premium.pff.com/api/v1/players?league=ncaa&id=145654,145654,HB,BOWL GREEN,13,136,34,4,17.7,102,0,575,0,1,34,446,80.3,18,26,122,3,89,55.9,76.5,30.7,,68.2,53.9,77.3,55.6,36,1,31,7,69,169,0,0,7,143,1,575,446,3.28,4.2,0.45,46,287,0,Bowling Green,2025
Jordan Houston,Jordan-Houston,https://premium.pff.com/api/v1/players?league=ncaa&id=99592,99592,HB,NC STATE,12,136,24,2,5.9,32,0,544,8,5,24,335,44.4,13,29,248,1,40,79.3,63.3,86,,49.4,40.9,71.4,41.7,16,0,213,25,203,189,0,0,38,161,0,544,335,2.46,4,1.05,89,464,0,NC State,2024
John Rhys Plumlee,John-Rhys-Plumlee,https://premium.pff.com/api/v1/players?league=ncaa&id=97602,97602,QB,UCF,13,108,37,17,47,462,0,802,0,0,26,325,71.8,29,54,323,11,37,40.6,80.9,89.6,73.2,,74.2,76.2,61.4,67,2,16,1,4,396,180,27,2,109,11,982,464,3.44,7.3,4,50,834,0,UCF,2023
Tony Mathis Jr.,Tony-Mathis-Jr.,https://premium.pff.com/api/v1/players?league=ncaa&id=99481,99481,HB,W VIRGINIA,10,135,33,9,36.3,204,0,562,0,0,33,328,56.5,15,37,343,1,40,78.7,67.1,85.4,,30.2,50.5,71.3,60.8,37,0,19,7,152,166,0,0,9,142,5,562,328,2.43,4.2,0.13,84,373,0,West Virginia,2024
Austin Jones,Austin-Jones,https://premium.pff.com/api/v1/players?league=ncaa&id=97183,97183,HB,USC,14,134,17,6,20.1,141,0,700,3,5,17,440,45.4,21,41,326,0,68,89.7,76.4,17.6,,34.5,61.7,85.8,39.5,44,2,267,25,196,177,0,0,29,159,5,700,440,3.28,5.2,1.36,66,453,0,USC,2023
Robby Ashford,Robby-Ashford,https://premium.pff.com/api/v1/players?league=ncaa&id=131702,131702,QB,AUBURN,12,82,28,10,29.6,251,0,463,0,0,19,206,58.2,34,43,115,12,37,24.9,58.6,88.5,50.1,62.2,55.1,67.4,60.6,49,0,0,0,1,335,386,51,0,82,7,849,363,2.73,6.4,0,18,681,0,Auburn,2025
Jacquez Stuart,Jacquez-Stuart,https://premium.pff.com/api/v1/players?league=ncaa&id=97125,97125,HB,TOLEDO,14,133,26,13,47.1,362,1,769,5,1,26,406,57.2,24,35,316,2,94,69.6,71,0,,30.6,38.6,80.5,58.6,49,2,46,11,144,176,0,0,20,144,4,769,406,3.05,5.8,0.32,39,387,0,Toledo,2025
Pat Garwo III,Pat-Garwo-III,https://premium.pff.com/api/v1/players?league=ncaa&id=97120,97120,HB,BOSTON COL,12,132,14,4,23.8,96,0,404,4,8,14,320,33.3,9,24,121,2,83,67.7,66.1,85.9,,52,51.4,72.2,46.4,30,0,238,28,236,165,0,0,40,160,3,404,320,2.42,3.1,1.01,48,479,0,Boston College,2023
Elijah Green,Elijah-Green,https://premium.pff.com/api/v1/players?league=ncaa&id=122836,122836,HB,N CAROLINA,9,131,23,5,33,187,0,567,0,2,23,361,46.5,10,36,245,1,52,79,77.4,84.7,,40,69.1,81.2,48.3,80,0,107,17,147,173,0,0,18,148,8,567,361,2.76,4.3,0.73,78,446,0,North Carolina,2025
Henry Parrish Jr.,Henry-Parrish-Jr.,https://premium.pff.com/api/v1/players?league=ncaa&id=124144,124144,HB,MIAMI FL,10,131,27,8,23.7,146,0,617,3,7,27,345,60.5,16,40,220,0,83,89.7,80.6,85.6,,52.3,60.6,84.9,64.1,24,0,120,17,165,147,0,0,23,148,4,617,345,2.63,4.7,0.73,48,374,0,Miami,2024
Christopher Brooks,Christopher-Brooks,https://premium.pff.com/api/v1/players?league=ncaa&id=83644,83644,HB,BYU,11,129,35,11,35.5,291,0,820,0,2,35,501,103.4,28,43,128,0,25,89.6,77.4,86.1,,46.3,55.6,81.8,57.3,52,0,98,10,148,175,0,0,11,139,6,820,501,3.88,6.4,0.66,104,379,0,BYU,2023
DJ Uiagalelei,DJ-Uiagalelei,https://premium.pff.com/api/v1/players?league=ncaa&id=122162,122162,QB,CLEMSON,13,111,36,6,24.8,165,0,524,0,0,27,311,67.5,24,42,140,8,52,52.3,79.6,81.2,74.2,,89.7,72.5,60.2,40,2,6,1,1,385,140,18,1,112,7,664,406,3.15,5.1,6,25,817,2,Oregon State,2024
Dae Hunter,Dae-Hunter,https://premium.pff.com/api/v1/players?league=ncaa&id=128200,128200,HB,LIBERTY,9,129,50,16,52.7,448,0,850,2,12,50,567,185.4,27,41,206,1,70,78.3,85.5,41,,65.9,67.9,87.6,57,80,1,149,18,132,154,0,0,21,147,8,850,567,4.4,6.6,1.13,56,346,0,Liberty,2024
Miyan Williams,Miyan-Williams,https://premium.pff.com/api/v1/players?league=ncaa&id=62608,62608,HB,OHIO STATE,11,128,48,10,38.1,314,0,825,1,0,48,559,157.6,26,49,260,0,41,89.4,89.2,84.9,,47.9,52.1,91.1,67.6,70,0,27,5,99,141,0,0,7,133,14,825,559,4.37,6.4,0.27,87,290,0,Ohio State,2024
Christian Turner,Christian-Turner,https://premium.pff.com/api/v1/players?league=ncaa&id=83703,83703,HB,WAKE,12,128,25,4,18.4,95,0,516,1,2,25,368,58.4,11,30,339,0,66,89.4,69.1,83.5,,55.3,54.2,70.5,59.7,35,0,39,5,74,144,0,0,7,133,7,516,368,2.88,4,0.53,62,351,2,Indiana,2024
Marcus Carroll,Marcus-Carroll,https://premium.pff.com/api/v1/players?league=ncaa&id=123849,123849,HB,GA STATE,12,127,25,5,24.1,149,0,619,1,2,25,316,50.9,17,37,175,3,10,53,68.3,83.2,,61.2,37.9,73.3,53.4,44,0,29,5,109,160,0,0,7,132,6,619,316,2.49,4.9,0.27,114,304,0,Georgia State,2024
Chris Smith,Chris-Smith,https://premium.pff.com/api/v1/players?league=ncaa&id=83693,83693,HB,LA LAFAYET,11,127,34,6,28.5,175,0,614,3,2,34,417,79.9,17,33,207,3,31,58,74.4,86,,55,52.9,81,43.5,55,0,155,21,171,148,0,0,26,148,3,614,417,3.28,4.8,0.91,95,356,0,Louisiana,2023
Deneric Prince,Deneric-Prince,https://premium.pff.com/api/v1/players?league=ncaa&id=83774,83774,HB,TULSA,8,127,30,14,55.6,408,0,734,0,1,30,428,76.8,19,34,320,2,70,66.1,69.9,83.3,,22,66.1,73.8,56.9,84,0,84,9,106,157,0,0,11,136,5,734,428,3.37,5.8,0.79,55,343,0,Tulsa,2023
Garrett Shrader,Garrett-Shrader,https://premium.pff.com/api/v1/players?league=ncaa&id=98212,98212,QB,SYRACUSE,12,81,27,1,2.3,15,0,344,0,0,12,210,38.4,20,43,304,3,28,66.6,86.1,89,80.2,,41.5,75.2,60.7,25,2,0,0,2,314,300,43,1,81,9,644,449,3.62,5.2,0,30,738,0,Syracuse,2024
Brady Cook,Brady-Cook,https://premium.pff.com/api/v1/players?league=ncaa&id=124199,124199,QB,MISSOURI,13,86,29,10,33.8,243,0,458,0,0,19,268,68.8,25,42,229,4,30,61.6,75,82.4,66.7,,55.1,78.4,60.1,40,3,0,0,1,404,262,36,0,86,6,720,431,3.53,5.9,0,20,879,0,Missouri,2025
Shedro Louis,Shedro-Louis,https://premium.pff.com/api/v1/players?league=ncaa&id=104172,104172,HB,LIBERTY,12,122,23,7,30.4,161,0,529,1,1,23,308,46.3,11,28,206,2,66,67.2,64.5,48.6,,36.1,53.4,70.1,55.2,40,1,81,9,182,167,0,0,14,131,8,529,308,2.52,4.3,0.45,54,431,0,Liberty,2024
Micah Kelly,Micah-Kelly,https://premium.pff.com/api/v1/players?league=ncaa&id=97099,97099,HB,TOLEDO,13,122,17,5,26.6,101,0,380,3,1,17,284,31.3,9,19,316,0,88,89.1,63.4,84.3,,27.1,47.4,69.1,53.2,24,0,68,12,141,148,0,0,18,134,1,380,284,2.33,3.1,0.48,31,353,0,Toledo,2025
Jordan Waters,Jordan-Waters,https://premium.pff.com/api/v1/players?league=ncaa&id=97754,97754,HB,DUKE,13,122,32,5,25.8,144,0,558,1,5,32,396,87,15,40,154,1,57,77.4,73,84.5,,24.6,56.4,79.8,52.7,42,1,106,16,160,169,0,0,19,138,8,558,396,3.25,4.6,0.66,65,385,0,Duke,2024
Jaxson Dart,Jaxson-Dart,https://premium.pff.com/api/v1/players?league=ncaa&id=146409,146409,QB,OLE MISS,13,87,24,10,29,203,0,427,0,0,15,219,43.4,28,35,226,7,50,50.3,79.5,90.1,75.2,,48.5,71.8,60.2,36,1,0,0,4,516,272,34,0,87,1,699,345,2.85,5.8,0,19,970,0,Ole Miss,2025
Emari Demercado,Emari-Demercado,https://premium.pff.com/api/v1/players?league=ncaa&id=77763,77763,HB,TCU,15,121,23,9,42.4,289,0,681,0,2,23,475,73.2,19,33,305,1,39,77.3,70.5,84.9,,38.8,50.9,77.5,51.8,69,0,65,13,154,171,0,0,14,134,6,681,475,3.93,5.6,0.42,79,389,0,TCU,2023
Casey Filkins,Casey-Filkins,https://premium.pff.com/api/v1/players?league=ncaa&id=131759,131759,HB,STANFORD,7,120,12,4,16.9,80,0,474,2,3,12,325,29.7,8,32,300,4,59,53.1,67.4,83.1,,57.8,57.2,69,57.2,23,0,205,17,121,136,0,0,27,137,4,474,325,2.71,4,1.69,57,309,0,Stanford,2024
Nathaniel Jones,Nathaniel-Jones,https://premium.pff.com/api/v1/players?league=ncaa&id=128265,128265,HB,NEW MEXICO,11,118,15,6,31.8,173,0,544,0,2,15,382,45.1,17,26,241,0,62,76.3,61.4,85.3,,27.9,60.2,64.8,51.9,51,0,6,4,69,182,0,0,6,122,2,544,382,3.24,4.6,0.09,55,314,0,New Mexico,2025
Frank Harris,Frank-Harris,https://premium.pff.com/api/v1/players?league=ncaa&id=60586,60586,QB,UTSA,14,67,28,6,14.2,105,0,292,0,1,7,129,22.3,32,45,331,8,15,53.3,90.1,76.3,85.1,,88.8,76.7,60.2,63,3,12,2,4,420,448,51,2,69,9,740,333,2.82,6.3,3,14,1002,0,UT San Antonio,2024
Trevor Etienne,Trevor-Etienne,https://premium.pff.com/api/v1/players?league=ncaa&id=157730,157730,HB,FLORIDA,13,118,35,12,47.1,339,0,719,0,4,35,457,118.9,21,28,163,1,33,78,76.7,86,,16,62,79.4,73.4,85,0,66,9,114,138,0,0,9,127,6,719,457,3.87,6.1,0.58,85,281,0,Florida,2026
