"","week","home_team","home_conference","away_team","away_conference","TAN_Proj_Spread","home_points","away_points","Home_TAN23","Home_SP","HFACW","Away_TAN","Away_SP","TANSpread","TANFAV"
"2775",9,"Livingstone","CIAA","St. Augustine's","CIAA","NA NA",34,14,NA,NA,NA,NA,NA,NA,NA
"2776",9,"Florida A&M","SWAC","Prairie View","SWAC","NA NA",45,7,46,-24.5,1,NA,NA,NA,NA
"2777",9,"Rice","American Athletic","Tulane","American Athletic","Tulane -7.4",28,30,63.5,-8.3,2.572,73.5,4.1,-7.4,"Tulane"
"2778",9,"California","Pac-12","USC","Pac-12","USC -4.9",49,50,76,1.1,2.578,83.5,7.9,-4.9,"USC"
"2779",9,"San Diego","Pioneer","Morehead State","Pioneer","NA NA",17,11,NA,NA,NA,NA,NA,NA,NA
"2780",9,"South Alabama","Sun Belt","Louisiana","Sun Belt","South Alabama -5.7",20,33,71.5,3,2.722,68.5,0.3,-5.7,"South Alabama"
"2781",9,"Louisiana Monroe","Sun Belt","Arkansas State","Sun Belt","NA NA",24,34,NA,NA,NA,64.5,-7.5,NA,NA
"2782",9,"Simpson College","American Rivers","Dubuque","American Rivers","NA NA",21,45,NA,NA,NA,NA,NA,NA,NA
"2783",9,"Montclair State","New Jersey","Rowan","New Jersey","NA NA",14,21,NA,NA,NA,NA,NA,NA,NA
"2784",9,"Central Arkansas","UAC","Tarleton State","UAC","Central Arkansas -7",23,25,49,-21.5,1,43,-27.5,-7,"Central Arkansas"
"2785",9,"Southern","SWAC","Texas Southern","SWAC","Southern -6.5",23,17,33.5,-37,1,28,-42.5,-6.5,"Southern"
"2786",9,"Boise State","Mountain West","Wyoming","Mountain West","Boise State -9.2",32,7,77,7.4,2.244,70,-3.8,-9.2,"Boise State"
"2787",9,"Methodist","USA South","NC Wesleyan","USA South","NA NA",3,27,NA,NA,NA,NA,NA,NA,NA
"2788",9,"Washington & Jefferson","Presidents'","Case Western Reserve","Presidents'","NA NA",38,33,NA,NA,NA,NA,NA,NA,NA
"2789",9,"Coastal Carolina","Sun Belt","Marshall","Sun Belt","Marshall -0.5",34,6,63,-2.9,2.044,65.5,-8.2,-0.5,"Marshall"
"2790",9,"Indianapolis","Great Lakes","Upper Iowa","Northern Sun","NA NA",35,7,NA,NA,NA,NA,NA,NA,NA
"2791",9,"University of Texas of the Permian Basin","Lone Star","Western Oregon","Lone Star","NA NA",28,16,NA,NA,NA,NA,NA,NA,NA
"2792",9,"Texas State","Sun Belt","Troy","Sun Belt","Troy -9.8",13,31,67.5,-4,2.25,79.5,10.4,-9.8,"Troy"
"2793",9,"Colorado State","Mountain West","Air Force","Mountain West","Air Force -7.9",13,30,61.5,-9.1,2.638,72,5.2,-7.9,"Air Force"
"2794",9,"Kentucky","SEC","Tennessee","SEC","Tennessee -3.3",27,33,80,9.3,2.744,86,13,-3.3,"Tennessee"
"2795",9,"Davidson","Pioneer","Presbyterian College","Pioneer","NA NA",45,28,NA,NA,NA,NA,NA,NA,NA
"2796",9,"Stanford","Pac-12","Washington","Pac-12","Washington -29.5",33,42,61.5,-12.3,1.536,92.5,18.6,-29.5,"Washington"
"2797",9,"George Fox University","Northwest","Pacific Lutheran","Northwest","NA NA",35,25,NA,NA,NA,NA,NA,NA,NA
"2798",9,"Kentucky Wesleyan","Great Midwest Athletic","Northwood (MI)","Great Midwest Athletic","NA NA",13,28,NA,NA,NA,NA,NA,NA,NA
"2799",9,"UCLA","Pac-12","Colorado","Pac-12","UCLA -12.6",28,16,81.5,7.9,2.096,71,-5.4,-12.6,"UCLA"
"2800",9,"Wisconsin","Big Ten","Ohio State","Big Ten","Ohio State -15.6",10,24,78,9.9,2.442,96,26.7,-15.6,"Ohio State"
"2801",9,"Ole Miss","SEC","Vanderbilt","SEC","Ole Miss -29.2",33,7,88,16,2.204,61,-13.7,-29.2,"Ole Miss"
"2802",9,"Georgia Tech","ACC","North Carolina","ACC","North Carolina -4",46,42,74,-1.3,1.496,79.5,10.2,-4,"North Carolina"
"2803",9,"Texas A&M-Kingsville","Lone Star","Central Washington","Lone Star","NA NA",17,21,NA,NA,NA,NA,NA,NA,NA
"2804",9,"Oklahoma State","Big 12","Cincinnati","Big 12","Oklahoma State -8.8",45,13,77.5,5.9,2.812,71.5,-7.2,-8.8,"Oklahoma State"
"2805",9,"West Texas A&M","Lone Star","Angelo State","Lone Star","NA NA",10,27,NA,NA,NA,NA,NA,NA,NA
"2806",9,"Midwestern State","Lone Star","Western New Mexico","Lone Star","NA NA",56,7,NA,NA,NA,NA,NA,NA,NA
"2807",9,"James Madison","Sun Belt","Old Dominion","Sun Belt","James Madison -17.7",30,27,78,13.3,2.7,63,-10.2,-17.7,"James Madison"
"2808",9,"Arizona State","Pac-12","Washington State","Pac-12","Washington State -11.9",38,27,65,-11.9,2.558,79.5,4.6,-11.9,"Washington State"
"2809",9,"Utah Tech","UAC","Eastern Kentucky","UAC","NA NA",30,34,NA,NA,NA,52,-18.5,NA,NA
"2810",9,"McNeese","Southland","Northwestern State","Southland","McNeese -12",NA,NA,47,-23.5,1,36,-34.5,-12,"McNeese"
"2811",9,"Sacramento State","Big Sky","Idaho State","Big Sky","Sacramento State -22.5",51,16,60.5,-10,1,39,-31.5,-22.5,"Sacramento State"
"2812",9,"Cal Lutheran","So. Cal.","Pomona-Pitzer","So. Cal.","NA NA",24,38,NA,NA,NA,NA,NA,NA,NA
"2813",9,"Redlands","So. Cal.","La Verne","So. Cal.","NA NA",40,12,NA,NA,NA,NA,NA,NA,NA
"2814",9,"Nevada","Mountain West","New Mexico","Mountain West","New Mexico -0.3",34,24,54,-22.4,2.71,57,-16.8,-0.3,"New Mexico"
"2815",9,"Fresno State","Mountain West","UNLV","Mountain West","Fresno State -2.2",31,24,69.5,0.5,2.716,70,2,-2.2,"Fresno State"
"2816",9,"Arizona","Pac-12","Oregon State","Pac-12","Arizona -3",27,24,86,12.1,2.04,85,14.7,-3,"Arizona"
"2817",9,"Hawai'i","Mountain West","San José State","Mountain West","NA NA",0,35,56.5,-16.7,2.052,NA,NA,NA,NA
"2818",9,"Worcester State College","MSCAC","Western Connecticut State","MSCAC","NA NA",10,58,NA,NA,NA,NA,NA,NA,NA
"2819",10,"Central Michigan","Mid-American","Northern Illinois","Mid-American","Northern Illinois -4.6",37,31,58,-19.2,1.91,64.5,-6.7,-4.6,"Northern Illinois"
"2820",10,"Toledo","Mid-American","Buffalo","Mid-American","Toledo -18.2",31,13,71,4,2.722,55.5,-15.1,-18.2,"Toledo"
"2821",10,"Bowling Green","Mid-American","Ball State","Mid-American","Bowling Green -6",24,21,64.5,-5.9,1.47,60,-14.9,-6,"Bowling Green"
"2822",10,"Akron","Mid-American","Kent State","Mid-American","Akron -9.5",31,27,52.5,-21.6,0.99,44,-26.4,-9.5,"Akron"
"2823",10,"Charleston (WV)","Mountain East","West Liberty","Mountain East","NA NA",42,17,NA,NA,NA,NA,NA,NA,NA
"2824",10,"Texas Tech","Big 12","TCU","Big 12","Texas Tech -1",35,28,78,3.7,3.046,80,7.5,-1,"Texas Tech"
"2825",10,"Duke","ACC","Wake Forest","ACC","Duke -10.2",24,21,74.5,9.5,3.242,67.5,-7.5,-10.2,"Duke"
"2826",10,"Bethune-Cookman","SWAC","Mississippi Valley State","SWAC","NA NA",20,7,30.5,-40,1,NA,NA,NA,NA
"2827",10,"Troy","Sun Belt","South Alabama","Sun Belt","Troy -9.6",28,10,79.5,10.4,1.62,71.5,3,-9.6,"Troy"
"2828",10,"Dartmouth","Ivy","Princeton","Ivy","NA NA",23,21,NA,NA,NA,NA,NA,NA,NA
"2829",10,"Syracuse","ACC","Boston College","ACC","Syracuse -3.9",10,17,67,-1,2.892,66,-4.9,-3.9,"Syracuse"
"2830",10,"Wyoming","Mountain West","Colorado State","Mountain West","Wyoming -11.3",24,15,70,-3.8,2.778,61.5,-9.1,-11.3,"Wyoming"
"2831",10,"College of New Jersey","New Jersey","William Paterson","New Jersey","NA NA",31,14,NA,NA,NA,NA,NA,NA,NA
"2832",10,"Sacred Heart","NEC","Central Connecticut","NEC","NA NA",31,24,NA,NA,NA,20,-19,NA,NA
"2833",10,"Bentley","Northeast 10","Assumption","Northeast 10","NA NA",31,6,NA,NA,NA,NA,NA,NA,NA
"2834",10,"Hiram","North Coast","Wabash College","North Coast","NA NA",13,52,NA,NA,NA,NA,NA,NA,NA
"2835",10,"West Chester","Pennsylvania State Athletic","Kutztown","Pennsylvania State Athletic","NA NA",17,27,NA,NA,NA,NA,NA,NA,NA
"2836",10,"Shepherd","Pennsylvania State Athletic","East Stroudsburg","Pennsylvania State Athletic","NA NA",44,17,NA,NA,NA,NA,NA,NA,NA
"2837",10,"Edinboro","Pennsylvania State Athletic","Slippery Rock","Pennsylvania State Athletic","NA NA",18,56,NA,NA,NA,NA,NA,NA,NA
"2838",10,"Davenport","GLIAC","Ferris State","GLIAC","NA NA",10,28,NA,NA,NA,NA,NA,NA,NA
"2839",10,"SUNY Cortland","Empire 8","Brockport State (NY)","Empire 8","NA NA",41,17,NA,NA,NA,NA,NA,NA,NA
"2840",10,"Alfred State College","ECFC","Castleton State College","ECFC","NA NA",44,8,NA,NA,NA,NA,NA,NA,NA
"2841",10,"Endicott College","Commonwealth Coast","Curry","Commonwealth Coast","NA NA",48,6,NA,NA,NA,NA,NA,NA,NA
"2842",10,"Lycoming","Landmark Conference","Moravian","Landmark Conference","NA NA",31,20,NA,NA,NA,NA,NA,NA,NA
"2843",10,"Plymouth State","MSCAC","Mass Maritime","MSCAC","NA NA",31,21,NA,NA,NA,NA,NA,NA,NA
"2844",10,"Juniata","Landmark Conference","Keystone","Landmark Conference","NA NA",35,42,NA,NA,NA,NA,NA,NA,NA
"2845",10,"Gallaudet","ECFC","Dean College","ECFC","NA NA",38,16,NA,NA,NA,NA,NA,NA,NA
"2846",10,"Indiana","Big Ten","Wisconsin","Big Ten","Wisconsin -7.4",20,14,68.5,-7.4,2.112,78,9.9,-7.4,"Wisconsin"
"2847",10,"Ole Miss","SEC","Texas A&M","SEC","Ole Miss -7.2",38,35,88,16,2.204,83,15.4,-7.2,"Ole Miss"
"2848",10,"Rutgers","Big Ten","Ohio State","Big Ten","Ohio State -21.3",16,35,73,2.3,1.654,96,26.7,-21.3,"Ohio State"
"2849",10,"Clemson","ACC","Notre Dame","FBS Independents","Notre Dame -0.8",31,23,87.5,10.9,2.236,90.5,19.1,-0.8,"Notre Dame"
"2850",10,"North Carolina","ACC","Campbell","CAA","North Carolina -43.1",59,7,79.5,10.2,2.576,39,-31.5,-43.1,"North Carolina"
"2851",10,"Texas","Big 12","Kansas State","Big 12","Texas -9.2",33,30,94.5,24.6,2.748,88,15.4,-9.2,"Texas"
"2852",10,"Florida","SEC","Arkansas","SEC","Florida -8.5",36,39,79.5,5.9,2.5,73.5,2.7,-8.5,"Florida"
"2853",10,"Michigan State","Big Ten","Nebraska","Big Ten","Nebraska -4.6",20,17,67.5,-6.9,1.938,74,0.1,-4.6,"Nebraska"
"2854",10,"Framingham State","MSCAC","Bridgewater State","MSCAC","NA NA",7,21,NA,NA,NA,NA,NA,NA,NA
"2855",10,"Fitchburg State","MSCAC","Western Connecticut State","MSCAC","NA NA",0,54,NA,NA,NA,NA,NA,NA,NA
"2856",10,"American International","Northeast 10","Post University","Independent DII","NA NA",41,17,NA,NA,NA,NA,NA,NA,NA
"2857",10,"Westfield State","MSCAC","Worcester State College","MSCAC","NA NA",30,12,NA,NA,NA,NA,NA,NA,NA
"2858",10,"NC Wesleyan","USA South","Maryville TN","USA South","NA NA",14,49,NA,NA,NA,NA,NA,NA,NA
"2859",10,"Stevenson","Mid Atlantic","King's College (PA)","Mid Atlantic","NA NA",8,16,NA,NA,NA,NA,NA,NA,NA
"2860",10,"Wilkes","Landmark Conference","Catholic University","Landmark Conference","NA NA",35,40,NA,NA,NA,NA,NA,NA,NA
"2861",10,"Millersville","Pennsylvania State Athletic","Bloomsburg","Pennsylvania State Athletic","NA NA",31,34,NA,NA,NA,NA,NA,NA,NA
"2862",10,"Gannon","Pennsylvania State Athletic","California (PA)","Pennsylvania State Athletic","NA NA",17,34,NA,NA,NA,NA,NA,NA,NA
"2863",10,"UVA-Wise","South Atlantic","Carson-Newman","South Atlantic","NA NA",7,52,NA,NA,NA,NA,NA,NA,NA
"2864",10,"Norwich","NEWMAC","Springfield","NEWMAC","NA NA",7,58,NA,NA,NA,NA,NA,NA,NA
"2865",10,"Walsh","Great Midwest Athletic","Hillsdale","Great Midwest Athletic","NA NA",3,28,NA,NA,NA,NA,NA,NA,NA
"2866",10,"Lebanon Valley","Mid Atlantic","FDU-Florham","Mid Atlantic","NA NA",21,28,NA,NA,NA,NA,NA,NA,NA
"2867",10,"Clarion","Pennsylvania State Athletic","Indiana (PA)","Pennsylvania State Athletic","NA NA",27,39,NA,NA,NA,NA,NA,NA,NA
"2868",10,"St. Anselm","Northeast 10","Franklin Pierce","Northeast 10","NA NA",24,17,NA,NA,NA,NA,NA,NA,NA
"2869",10,"Wheeling Jesuit","Mountain East","West Virginia State","Mountain East","NA NA",29,22,NA,NA,NA,NA,NA,NA,NA
"2870",10,"Wagner","NEC","Duquesne","NEC","Duquesne -20.5",26,34,16.5,-54,1,38,-32.5,-20.5,"Duquesne"
"2871",10,"St Francis (PA)","NEC","Long Island University","NEC","NA NA",28,29,NA,NA,NA,NA,NA,NA,NA
"2872",10,"Lehigh","Patriot","Holy Cross","Patriot","NA NA",24,28,NA,NA,NA,51.5,-19,NA,NA
"2873",10,"Brown","Ivy","Yale","Ivy","NA NA",17,36,NA,NA,NA,49.5,-21,NA,NA
"2874",10,"Marist","Pioneer","Drake","Pioneer","NA NA",3,10,NA,NA,NA,NA,NA,NA,NA
"2875",10,"Presbyterian College","Pioneer","San Diego","Pioneer","NA NA",13,23,NA,NA,NA,NA,NA,NA,NA
"2876",10,"Tennessee","SEC","Connecticut","FBS Independents","NA NA",59,3,86,13,2.144,NA,NA,NA,NA
"2877",10,"South Carolina","SEC","Jacksonville State","Conference USA","South Carolina -13.1",38,28,77,3.4,2.14,66,-0.7,-13.1,"South Carolina"
"2878",10,"Hamilton","NESCAC","Middlebury","NESCAC","NA NA",7,41,NA,NA,NA,NA,NA,NA,NA
"2879",10,"Columbia","Ivy","Harvard","Ivy","NA NA",24,38,NA,NA,NA,NA,NA,NA,NA
"2880",10,"Lafayette","Patriot","Colgate","Patriot","Colgate 0",34,37,32.5,-38,1,33.5,-37,0,"Colgate"
"2881",10,"Widener","Mid Atlantic","Eastern University","Mid Atlantic","NA NA",42,10,NA,NA,NA,NA,NA,NA,NA
"2882",10,"Minnesota-Duluth","Northern Sun","Concordia-St. Paul","Northern Sun","NA NA",44,32,NA,NA,NA,NA,NA,NA,NA
"2883",10,"Concord","Mountain East","Notre Dame College","Mountain East","NA NA",14,24,NA,NA,NA,NA,NA,NA,NA
"2884",10,"WV Wesleyan","Mountain East","Fairmont State","Mountain East","NA NA",20,55,NA,NA,NA,NA,NA,NA,NA
"2885",10,"Olivet College","Michigan","Albion","Michigan","NA NA",7,35,NA,NA,NA,NA,NA,NA,NA
"2886",10,"Delaware","CAA","Elon","CAA","Elon 0",27,33,47,-23.5,1,48,-22.5,0,"Elon"
"2887",10,"Gettysburg","Centennial","Ursinus","Centennial","NA NA",35,48,NA,NA,NA,NA,NA,NA,NA
"2888",10,"Northwood (MI)","Great Midwest Athletic","Thomas More",NA,"NA NA",24,20,NA,NA,NA,NA,NA,NA,NA
"2889",10,"Misericordia","Mid Atlantic","Delaware Valley","Mid Atlantic","NA NA",6,28,NA,NA,NA,NA,NA,NA,NA
"2890",10,"Alderson-Broaddus","Mountain East","UNC Pembroke","Mountain East","NA NA",0,0,NA,NA,NA,NA,NA,NA,NA
"2891",10,"University of Mary","Northern Sun","Southwest Minnesota State","Northern Sun","NA NA",32,28,NA,NA,NA,NA,NA,NA,NA
"2892",10,"William Jewell College","Great Lakes","Southwest Baptist","Great Lakes","NA NA",3,71,NA,NA,NA,NA,NA,NA,NA
"2893",10,"Northwestern (MN)","Upper Midwest","Westminster","Upper Midwest","NA NA",36,18,NA,NA,NA,NA,NA,NA,NA
"2894",10,"Pace","Northeast 10","New Haven","Northeast 10","NA NA",14,17,NA,NA,NA,NA,NA,NA,NA
"2895",10,"Western New England","Commonwealth Coast","Nichols","Commonwealth Coast","NA NA",69,28,NA,NA,NA,NA,NA,NA,NA
"2896",10,"Williams","NESCAC","Wesleyan","NESCAC","NA NA",22,30,NA,NA,NA,NA,NA,NA,NA
"2897",10,"Tufts","NESCAC","Colby","NESCAC","NA NA",38,0,NA,NA,NA,NA,NA,NA,NA
"2898",10,"Alvernia University","Mid Atlantic","Albright","Mid Atlantic","NA NA",28,16,NA,NA,NA,NA,NA,NA,NA
"2899",10,"Lincoln (PA)","CIAA","Bowie State","CIAA","NA NA",39,46,NA,NA,NA,NA,NA,NA,NA
"2900",10,"Virginia Union","CIAA","Virginia State","CIAA","NA NA",30,20,NA,NA,NA,NA,NA,NA,NA
"2901",10,"Johnson C Smith","CIAA","Livingstone","CIAA","NA NA",38,17,NA,NA,NA,NA,NA,NA,NA
"2902",10,"St. Augustine's","CIAA","Shaw","CIAA","NA NA",14,21,NA,NA,NA,NA,NA,NA,NA
"2903",10,"Truman State","Great Lakes","Upper Iowa","Northern Sun","NA NA",14,7,NA,NA,NA,NA,NA,NA,NA
"2904",10,"Wayne State (MI)","GLIAC","Grand Valley State","GLIAC","NA NA",10,66,NA,NA,NA,NA,NA,NA,NA
"2905",10,"Michigan Tech","GLIAC","Minot State","Northern Sun","NA NA",37,3,NA,NA,NA,NA,NA,NA,NA
"2906",10,"Saginaw Valley","GLIAC","Northern Michigan","GLIAC","NA NA",62,17,NA,NA,NA,NA,NA,NA,NA
"2907",10,"Ohio Dominican","Great Midwest Athletic","Tiffin","Great Midwest Athletic","NA NA",10,44,NA,NA,NA,NA,NA,NA,NA
"2908",10,"Shippensburg","Pennsylvania State Athletic","Lock Haven","Pennsylvania State Athletic","NA NA",7,21,NA,NA,NA,NA,NA,NA,NA
"2909",10,"Morrisville State","Empire 8","St. John Fisher","Empire 8","NA NA",30,15,NA,NA,NA,NA,NA,NA,NA
"2910",10,"Wooster","North Coast","Oberlin","North Coast","NA NA",36,0,NA,NA,NA,NA,NA,NA,NA
"2911",10,"Greenville","Upper Midwest","Kalamazoo","Michigan","NA NA",23,33,NA,NA,NA,NA,NA,NA,NA
"2912",10,"Adrian","Michigan","Alma College","Michigan","NA NA",24,45,NA,NA,NA,NA,NA,NA,NA
"2913",10,"Pennsylvania","Ivy","Cornell","Ivy","NA NA",23,8,NA,NA,NA,NA,NA,NA,NA
"2914",10,"St. Vincent","Presidents'","Thiel College","Presidents'","NA NA",27,30,NA,NA,NA,NA,NA,NA,NA
"2915",10,"Newberry","South Atlantic","Wingate","South Atlantic","NA NA",17,21,NA,NA,NA,NA,NA,NA,NA
"2916",10,"Ashland","Great Midwest Athletic","Findlay","Great Midwest Athletic","NA NA",37,35,NA,NA,NA,NA,NA,NA,NA
"2917",10,"North Greenville","Gulf South","Shorter","Gulf South","NA NA",27,17,NA,NA,NA,NA,NA,NA,NA
"2918",10,"Elizabeth City State","CIAA","Bluefield","Independent DII","NA NA",38,20,NA,NA,NA,NA,NA,NA,NA
"2919",10,"Nebraska-Kearney","Mid America","Lincoln (MO)","Independent DII","NA NA",38,6,NA,NA,NA,NA,NA,NA,NA
"2920",10,"Sam Houston State","Conference USA","Kennesaw State","FCS Independents","NA NA",24,21,NA,NA,NA,57.5,-13,NA,NA
"2921",10,"Fordham","Patriot","Bucknell","Patriot","Fordham -21",27,21,40,-30.5,1,20,-50.5,-21,"Fordham"
"2922",10,"Indiana State","MVFC","Youngstown State","MVFC","Youngstown State -4.5",7,19,47,-23.5,1,52.5,-18,-4.5,"Youngstown State"
"2923",10,"Frostburg State","Mountain East","Glenville State","Mountain East","NA NA",10,13,NA,NA,NA,NA,NA,NA,NA
"2924",10,"Kentucky State","SIAC","Central State","SIAC","NA NA",10,20,NA,NA,NA,NA,NA,NA,NA
"2925",10,"Tusculum","South Atlantic","Mars Hill","South Atlantic","NA NA",29,27,NA,NA,NA,NA,NA,NA,NA
"2926",10,"Emory & Henry","South Atlantic","Erskine","South Atlantic","NA NA",56,14,NA,NA,NA,NA,NA,NA,NA
"2927",10,"Hendrix College","Southern Athletic","Centre","Southern Athletic","NA NA",29,47,NA,NA,NA,NA,NA,NA,NA
"2928",10,"Kenyon","North Coast","Denison","North Coast","NA NA",15,38,NA,NA,NA,NA,NA,NA,NA
"2929",10,"Kean","New Jersey","Rowan","New Jersey","NA NA",6,16,NA,NA,NA,NA,NA,NA,NA
"2930",10,"Hampden-Sydney","Old Dominion","Shenandoah","Old Dominion","NA NA",26,25,NA,NA,NA,NA,NA,NA,NA
"2931",10,"Sewanee Univ. of the South","Southern Athletic","Trinity (TX)","Southern Athletic","NA NA",6,44,NA,NA,NA,NA,NA,NA,NA
"2932",10,"Southern Virginia","USA South","Belhaven College","USA South","NA NA",7,61,NA,NA,NA,NA,NA,NA,NA
"2933",10,"Westminster PA","Presidents'","Carnegie Mellon","Presidents'","NA NA",7,21,NA,NA,NA,NA,NA,NA,NA
"2934",10,"Geneva College","Presidents'","Washington & Jefferson","Presidents'","NA NA",7,45,NA,NA,NA,NA,NA,NA,NA
"2935",10,"Bethany (WV)","Presidents'","Waynesburg","Presidents'","NA NA",26,35,NA,NA,NA,NA,NA,NA,NA
"2936",10,"Hope","Michigan","Trine","Michigan","NA NA",38,28,NA,NA,NA,NA,NA,NA,NA
"2937",10,"Methodist","USA South","LaGrange College","USA South","NA NA",38,27,NA,NA,NA,NA,NA,NA,NA
"2938",10,"Brevard College","USA South","Huntingdon","USA South","NA NA",27,31,NA,NA,NA,NA,NA,NA,NA
"2939",10,"Christopher Newport","New Jersey","Montclair State","New Jersey","NA NA",14,19,NA,NA,NA,NA,NA,NA,NA
"2940",10,"Bowdoin","NESCAC","Amherst College","NESCAC","NA NA",23,27,NA,NA,NA,NA,NA,NA,NA
"2941",10,"Muhlenberg","Centennial","Franklin & Marshall","Centennial","NA NA",48,45,NA,NA,NA,NA,NA,NA,NA
"2942",10,"St Lawrence","Liberty League","Ithaca","Liberty League","NA NA",14,51,NA,NA,NA,NA,NA,NA,NA
"2943",10,"Hobart","Liberty League","Rensselaer","Liberty League","NA NA",31,21,NA,NA,NA,NA,NA,NA,NA
"2944",10,"Buffalo State","Liberty League","Union","Liberty League","NA NA",17,43,NA,NA,NA,NA,NA,NA,NA
"2945",10,"University of New England","Commonwealth Coast","Husson","Commonwealth Coast","NA NA",27,30,NA,NA,NA,NA,NA,NA,NA
"2946",10,"Albany","CAA","William & Mary","CAA","William & Mary -6.5",24,8,40,-30.5,1,47.5,-23,-6.5,"William & Mary"
"2947",10,"East Tennessee State","Southern","VMI","Southern","NA NA",24,31,36.5,-34,NA,45,-25.5,NA,NA
"2948",10,"North Carolina A&T","CAA","Towson","CAA","Towson -0.5",32,42,42,-28.5,1,43.5,-27,-0.5,"Towson"
"2949",10,"Stetson","Pioneer","Davidson","Pioneer","NA NA",41,61,NA,NA,NA,NA,NA,NA,NA
"2950",10,"Maine","CAA","Hampton","CAA","Maine -10",35,42,45.5,-25,1,36.5,-34,-10,"Maine"
"2951",10,"Bryant","Big South-OVC","Gardner-Webb","Big South-OVC","Gardner-Webb -0.5",44,45,36.5,-34,1,38,-32.5,-0.5,"Gardner-Webb"
"2952",10,"Monmouth","CAA","Stony Brook","CAA","Monmouth -7.5",56,17,52,-18.5,1,45.5,-25,-7.5,"Monmouth"
"2953",10,"New Hampshire","CAA","Villanova","CAA","Villanova -18.5",33,45,40,-30.5,1,59.5,-11,-18.5,"Villanova"
"2954",10,"Morgan State","MEAC","Delaware State","MEAC","NA NA",24,17,23.5,-47,1,NA,NA,NA,NA
"2955",10,"Trinity (CT)","NESCAC","Bates College","NESCAC","NA NA",52,7,NA,NA,NA,NA,NA,NA,NA
"2956",10,"Dickinson","Centennial","Johns Hopkins","Centennial","NA NA",23,34,NA,NA,NA,NA,NA,NA,NA
"2957",10,"Chattanooga","Southern","Furman","Southern","Chattanooga -6.5",14,17,55,-15.5,1,49.5,-21,-6.5,"Chattanooga"
"2958",10,"Defiance","Heartland","Rose-Hulman","Heartland","NA NA",54,78,NA,NA,NA,NA,NA,NA,NA
"2959",10,"Baldwin-Wallace","Ohio","Heidelberg","Ohio","NA NA",24,21,NA,NA,NA,NA,NA,NA,NA
"2960",10,"Ohio Northern","Ohio","Otterbein","Ohio","NA NA",49,6,NA,NA,NA,NA,NA,NA,NA
"2961",10,"John Carroll","Ohio","Mount Union","Ohio","NA NA",14,49,NA,NA,NA,NA,NA,NA,NA
"2962",10,"Bluffton","Heartland","Mount St. Joseph","Heartland","NA NA",27,49,NA,NA,NA,NA,NA,NA,NA
"2963",10,"Muskingum","Ohio","Wilmington (OH)","Ohio","NA NA",64,63,NA,NA,NA,NA,NA,NA,NA
"2964",10,"Hanover","Heartland","Anderson (IN)","Heartland","NA NA",69,0,NA,NA,NA,NA,NA,NA,NA
"2965",10,"Capital","Ohio","Marietta","Ohio","NA NA",14,45,NA,NA,NA,NA,NA,NA,NA
"2966",10,"Franklin","Heartland","Manchester","Heartland","NA NA",36,0,NA,NA,NA,NA,NA,NA,NA
"2967",10,"Ferrum","Old Dominion","Randolph-Macon","Old Dominion","NA NA",16,49,NA,NA,NA,NA,NA,NA,NA
"2968",10,"Gustavus Adolphus","Minnesota","Carleton","Minnesota","NA NA",38,20,NA,NA,NA,NA,NA,NA,NA
"2969",10,"Wisconsin-Platteville","Wisconsin","UW-Oshkosh","Wisconsin","NA NA",22,7,NA,NA,NA,NA,NA,NA,NA
"2970",10,"Ouachita Baptist","Great American","Oklahoma Baptist","Great American","NA NA",55,14,NA,NA,NA,NA,NA,NA,NA
"2971",10,"West Alabama","Gulf South","Valdosta State","Gulf South","NA NA",14,20,NA,NA,NA,NA,NA,NA,NA
"2972",10,"Western New Mexico","Lone Star","University of Texas of the Permian Basin","Lone Star","NA NA",3,56,NA,NA,NA,NA,NA,NA,NA
"2973",10,"Eastern New Mexico","Lone Star","West Texas A&M","Lone Star","NA NA",35,27,NA,NA,NA,NA,NA,NA,NA
"2974",10,"Emporia State","Mid America","Missouri Southern State","Mid America","NA NA",63,28,NA,NA,NA,NA,NA,NA,NA
"2975",10,"Missouri Western","Mid America","Pittsburg State","Mid America","NA NA",31,30,NA,NA,NA,NA,NA,NA,NA
"2976",10,"Grinnell","Midwest","Chicago","Midwest","NA NA",14,48,NA,NA,NA,NA,NA,NA,NA
"2977",10,"Sioux Falls","Northern Sun","Wayne State (NE)","Northern Sun","NA NA",20,28,NA,NA,NA,NA,NA,NA,NA
"2978",10,"Carthage","CCIW","Augustana (IL)","CCIW","NA NA",13,16,NA,NA,NA,NA,NA,NA,NA
"2979",10,"Carroll (WI)","CCIW","Millikin","CCIW","NA NA",41,0,NA,NA,NA,NA,NA,NA,NA
"2980",10,"Bemidji State","Northern Sun","Minnesota St-Moorhead","Northern Sun","NA NA",27,14,NA,NA,NA,NA,NA,NA,NA
"2981",10,"Winona State","Northern Sun","Minnesota State","Northern Sun","NA NA",42,49,NA,NA,NA,NA,NA,NA,NA
"2982",10,"Colorado Mines","Rocky Mountain","New Mexico Highlands","Rocky Mountain","NA NA",77,3,NA,NA,NA,NA,NA,NA,NA
"2983",10,"South Dakota Mines","Rocky Mountain","Colorado State-Pueblo","Rocky Mountain","NA NA",28,35,NA,NA,NA,NA,NA,NA,NA
"2984",10,"Lenoir-Rhyne","South Atlantic","Catawba","South Atlantic","NA NA",28,7,NA,NA,NA,NA,NA,NA,NA
